订单ID,客户ID,产品ID,日期,活动ID,数量,单价,总金额,利润,折扣率
O00000344,C999993845486,P027,2023-01-07,,1,294.12,294.12,135.55,0.0
O00000345,C999993845486,P016,2024-01-16,,1,613.32,613.32,285.19,0.0
O00000346,C999993845486,P028,2023-06-17,M002,1,207.2,165.76,78.08,0.2
O00000347,C999993845486,P037,2024-09-27,,1,922.42,922.42,419.06,0.0
O00000348,C999993845486,P007,2023-08-31,,1,494.93,494.93,236.34,0.0
O00000349,C999993814004,P018,2023-06-07,M002,1,1303.9,1043.12,613.93,0.2
O00000350,C999993814004,P042,2023-05-21,,1,347.88,347.88,147.98,0.0
O00000351,C999993814004,P021,2024-05-15,,2,1225.51,2451.02,1145.3,0.0
O00000352,C999993814004,P039,2024-06-30,,1,187.94,187.94,84.68,0.0
O00000353,C999993814004,P022,2024-08-23,,1,1446.95,1446.95,669.9,0.0
O00000354,C999993814004,P005,2023-03-30,M001,1,256.99,218.44,100.77,0.15
O00000355,C999993828754,P025,2024-07-16,,1,452.75,452.75,206.52,0.0
O00000356,C999993828754,P025,2023-07-03,,1,414.97,414.97,135.58,0.0
O00000357,C999993828754,P001,2024-07-14,,1,469.32,469.32,163.48,0.0
O00000358,C999993828754,P040,2024-01-13,M006,1,145.61,128.14,52.16,0.12
O00000359,C999993828754,P012,2023-10-28,,1,339.52,339.52,166.65,0.0
O00000360,C999993828754,P049,2023-05-05,,1,797.88,797.88,261.96,0.0
O00000361,C999993828754,P047,2024-01-10,,1,336.55,336.55,165.91,0.0
O00000362,C999993828754,P040,2023-02-18,,1,103.24,103.24,33.1,0.0
O00000363,C999993828754,P030,2023-12-29,,1,703.46,703.46,338.68,0.0
O00000364,C999993814059,P036,2023-03-06,M001,1,53.05,45.09,22.07,0.15
O00000365,C999993814059,P003,2024-08-05,,1,597.65,597.65,286.72,0.0
O00000366,C999993814059,P013,2023-02-16,,1,1233.05,1233.05,511.75,0.0
O00000367,C999993814059,P022,2024-07-26,,1,1124.41,1124.41,441.55,0.0
O00000368,C999993814059,P035,2024-09-19,,1,682.43,682.43,245.66,0.0
O00000369,C999993814059,P025,2023-09-15,,1,410.94,410.94,187.63,0.0
O00000370,C999993846853,P009,2024-08-28,,1,274.06,274.06,113.34,0.0
O00000371,C999993846853,P014,2023-08-31,,2,317.38,634.76,208.3,0.0
O00000372,C999993846853,P016,2023-04-21,,1,499.31,499.31,165.42,0.0
O00000373,C999993846853,P018,2023-08-31,,1,1017.23,1017.23,467.84,0.0
O00000374,C999993846853,P016,2023-03-06,,1,600.3,600.3,264.71,0.0
O00000375,C999993846853,P015,2024-07-03,,2,185.05,370.1,144.9,0.0
O00000376,C999993818021,P049,2023-06-28,,1,625.92,625.92,192.24,0.0
O00000377,C999993818021,P031,2024-04-13,,1,846.31,846.31,378.15,0.0
O00000378,C999993818021,P033,2023-01-27,,2,74.97,149.94,56.12,0.0
O00000379,C999993818021,P023,2023-04-07,,1,151.39,151.39,51.07,0.0
O00000380,C999993818021,P042,2024-09-19,,1,434.21,434.21,157.12,0.0
O00000381,C999993818021,P019,2023-02-13,,1,242.19,242.19,104.6,0.0
O00000382,C999993818021,P048,2024-06-03,,1,751.87,751.87,288.03,0.0
O00000383,C999993818021,P036,2023-05-08,,1,71.02,71.02,25.76,0.0
O00000384,C999993818021,P018,2024-06-26,,1,1277.94,1277.94,436.85,0.0
O00000385,C999993841583,P017,2023-04-12,,1,639.39,639.39,241.47,0.0
O00000386,C999993841583,P001,2023-06-26,,1,508.87,508.87,246.83,0.0
O00000387,C999993841583,P018,2024-03-11,,1,1286.91,1286.91,632.19,0.0
O00000388,C999993841583,P014,2023-10-27,,1,338.34,338.34,102.65,0.0
O00000389,C999993841583,P010,2023-07-01,,1,52.15,52.15,20.0,0.0
O00000390,C999993841583,P013,2023-12-05,,1,1080.74,1080.74,409.84,0.0
O00000391,C999993841583,P028,2023-05-26,,1,258.91,258.91,96.67,0.0
O00000392,C999993841583,P046,2023-12-20,,1,271.5,271.5,101.05,0.0
O00000393,C999993841583,P017,2024-03-08,M008,1,520.28,442.24,258.51,0.15
O00000394,C999993841662,P019,2024-07-31,,1,225.15,225.15,89.86,0.0
O00000395,C999993841662,P019,2023-01-08,,1,202.59,202.59,70.7,0.0
O00000396,C999993841662,P038,2023-09-22,,1,171.61,171.61,52.71,0.0
O00000397,C999993811558,P040,2023-10-24,,1,109.68,109.68,46.08,0.0
O00000398,C999993811558,P021,2024-08-23,,1,1414.74,1414.74,524.04,0.0
O00000399,C999993811558,P002,2023-08-20,M003,1,470.92,423.83,176.67,0.1
O00000400,C999993811558,P019,2023-07-17,,1,205.94,205.94,76.48,0.0
O00000401,C999993811558,P012,2024-04-09,,1,315.5,315.5,96.52,0.0
O00000402,C999993811558,P041,2023-10-25,,1,400.86,400.86,193.87,0.0
O00000403,C999993811706,P020,2023-12-26,,1,83.17,83.17,33.64,0.0
O00000404,C999993811706,P016,2023-03-17,,1,639.36,639.36,308.43,0.0
O00000405,C999993811706,P043,2023-07-12,,1,293.86,293.86,91.38,0.0
O00000406,C999993811706,P011,2023-09-22,,1,709.25,709.25,287.68,0.0
O00000407,C999993811706,P044,2023-07-02,,1,924.01,924.01,288.79,0.0
O00000408,C999993811706,P016,2024-02-24,,1,589.38,589.38,185.74,0.0
O00000409,C999993842757,P020,2024-05-15,,1,78.22,78.22,34.7,0.0
O00000410,C999993842757,P035,2023-06-22,,1,611.91,611.91,271.36,0.0
O00000411,C999993842757,P005,2023-02-23,,1,278.56,278.56,100.21,0.0
O00000412,C999993842757,P013,2023-12-08,,1,1275.22,1275.22,624.65,0.0
O00000413,C999993842757,P039,2023-09-06,,1,237.18,237.18,101.88,0.0
O00000414,C999993842757,P013,2024-03-08,,1,1256.83,1256.83,473.06,0.0
O00000415,C999993844765,P048,2023-07-13,,1,1031.56,1031.56,357.05,0.0
O00000416,C999993844765,P047,2024-08-22,,1,250.68,250.68,101.78,0.0
O00000417,C999993844765,P014,2024-05-30,,1,290.06,290.06,110.59,0.0
O00000418,C999993844765,P027,2024-07-02,,1,268.52,268.52,84.1,0.0
O00000419,C999993844765,P034,2023-09-03,,1,192.39,192.39,95.71,0.0
O00000420,C999993844765,P010,2023-07-29,,1,67.05,67.05,30.33,0.0
O00000421,C999993844765,P003,2023-06-08,,1,599.83,599.83,219.21,0.0
O00000422,C999993844765,P011,2024-03-10,,1,783.93,783.93,305.97,0.0
O00000423,C999993844765,P048,2024-07-07,,1,936.54,936.54,323.92,0.0
O00000424,C999993844765,P039,2024-09-28,,1,180.59,180.59,58.56,0.0
O00000425,C999993844765,P039,2023-05-13,,2,227.43,454.86,141.92,0.0
O00000426,C999993844765,P034,2023-09-24,,1,199.21,199.21,71.38,0.0
O00000427,C999993844765,P027,2024-04-13,,1,235.95,235.95,94.18,0.0
O00000428,C999993844765,P031,2024-04-12,,1,730.83,730.83,233.52,0.0
O00000429,C999993844765,P050,2023-10-16,,1,678.46,678.46,334.56,0.0
O00000430,C999993812176,P027,2023-01-05,,1,324.37,324.37,114.17,0.0
O00000431,C999993812176,P007,2023-09-28,,1,446.62,446.62,164.58,0.0
O00000432,C999993812176,P035,2023-06-16,M002,1,606.84,485.47,208.07,0.2
O00000433,C999993812176,P033,2023-12-11,M005,1,73.45,60.23,29.73,0.18
O00000434,C999993812176,P026,2023-03-04,M001,1,200.08,170.07,84.24,0.15
O00000435,C999993812176,P050,2023-06-03,,1,720.64,720.64,328.56,0.0
O00000436,C999993812176,P006,2023-08-16,M003,1,549.81,494.83,180.96,0.1
O00000437,C999993812176,P049,2024-02-10,M007,1,559.01,514.29,265.32,0.08
O00000438,C999993812176,P027,2024-08-18,,1,260.71,260.71,111.5,0.0
O00000439,C999993812176,P003,2023-04-27,,1,674.01,674.01,322.79,0.0
O00000440,C999993812176,P005,2024-08-04,,1,281.05,281.05,120.71,0.0
O00000441,C999993812176,P049,2023-02-27,,1,802.52,802.52,354.11,0.0
O00000442,C999993812176,P009,2023-10-09,,2,238.82,477.64,219.39,0.0
O00000443,C999993812176,P009,2023-01-03,,1,221.19,221.19,81.49,0.0
O00000444,C999993812176,P018,2024-09-06,,1,988.09,988.09,357.62,0.0
O00000445,C999993851636,P033,2024-03-11,,1,80.96,80.96,33.0,0.0
O00000446,C999993851636,P009,2024-07-14,,1,214.73,214.73,70.48,0.0
O00000447,C999993851636,P006,2023-01-30,,1,419.77,419.77,201.86,0.0
O00000448,C999993851636,P005,2024-08-28,,1,283.88,283.88,100.81,0.0
O00000449,C999993851636,P010,2024-08-12,,1,60.15,60.15,25.67,0.0
O00000450,C999993851636,P040,2023-03-04,M001,1,102.64,87.24,41.73,0.15
O00000451,C999993851636,P041,2023-01-17,,1,420.05,420.05,181.75,0.0
O00000452,C999993851636,P038,2024-04-08,,1,189.91,189.91,79.25,0.0
O00000453,C999993851636,P004,2024-07-09,,1,376.5,376.5,155.68,0.0
O00000454,C999993828992,P017,2023-02-21,,1,543.41,543.41,205.75,0.0
O00000455,C999993828992,P013,2024-01-21,,1,1290.51,1290.51,492.46,0.0
O00000456,C999993828992,P033,2023-04-08,,1,80.48,80.48,28.63,0.0
O00000457,C999993828992,P014,2024-05-08,,1,397.89,397.89,145.28,0.0
O00000458,C999993828992,P005,2024-03-17,,1,300.68,300.68,100.59,0.0
O00000459,C999993828992,P047,2024-01-16,,1,275.57,275.57,102.99,0.0
O00000460,C999993864259,P050,2023-08-01,,1,835.8,835.8,395.8,0.0
O00000461,C999993864259,P029,2024-08-25,,2,251.38,502.76,154.14,0.0
O00000462,C999993864259,P022,2024-02-15,,1,1163.25,1163.25,481.09,0.0
O00000463,C999993864259,P048,2023-09-10,,1,754.17,754.17,235.27,0.0
O00000464,C999993864259,P042,2023-04-02,,1,420.57,420.57,140.98,0.0
O00000465,C999993864259,P049,2023-04-02,,1,676.93,676.93,331.9,0.0
O00000466,C999993812631,P002,2023-09-08,,1,531.19,531.19,262.56,0.0
O00000467,C999993812631,P022,2024-02-26,,1,1327.92,1327.92,456.51,0.0
O00000468,C999993812631,P040,2024-08-25,,1,109.19,109.19,38.48,0.0
O00000469,C999993812631,P004,2024-08-20,,1,407.13,407.13,197.12,0.0
O00000470,C999993812631,P007,2023-01-13,,1,451.81,451.81,204.31,0.0
O00000471,C999993812631,P035,2023-08-18,M003,1,472.23,425.01,171.97,0.1
O00000472,C999993841822,P006,2023-10-08,,1,453.06,453.06,200.73,0.0
O00000473,C999993841822,P025,2023-02-09,,2,484.5,969.0,433.55,0.0
O00000474,C999993841822,P037,2023-11-02,M004,1,659.89,494.92,248.07,0.25
O00000475,C999993814311,P013,2023-04-12,,1,1068.46,1068.46,331.86,0.0
O00000476,C999993814311,P010,2023-11-25,,1,62.78,62.78,22.98,0.0
O00000477,C999993814311,P007,2023-06-07,,1,432.52,432.52,131.45,0.0
O00000478,C999993814311,P010,2023-08-30,,1,58.51,58.51,22.58,0.0
O00000479,C999993814311,P017,2024-09-03,,1,712.64,712.64,331.9,0.0
O00000480,C999993814311,P045,2024-03-04,M008,1,272.62,231.73,130.18,0.15
O00000481,C999993814311,P023,2024-02-02,,1,183.59,183.59,60.71,0.0
O00000482,C999993814311,P009,2023-04-09,,1,241.94,241.94,76.57,0.0
O00000483,C999993814311,P003,2023-03-16,,2,591.28,1182.56,429.7,0.0
O00000484,C999993814311,P029,2023-02-21,,1,285.7,285.7,142.32,0.0
O00000485,C999993814311,P022,2024-08-28,,1,1211.59,1211.59,475.12,0.0
O00000486,C999993814311,P009,2023-03-08,M001,2,260.78,443.33,184.16,0.15
O00000487,C999993814311,P050,2023-12-23,,1,714.78,714.78,266.74,0.0
O00000488,C999993814311,P032,2023-05-23,,1,696.23,696.23,252.04,0.0
O00000489,C999993814311,P008,2023-01-19,,1,461.12,461.12,166.38,0.0
O00000490,C999993842906,P049,2023-07-01,,1,568.07,568.07,176.8,0.0
O00000491,C999993842906,P034,2023-10-25,,1,193.04,193.04,69.3,0.0
O00000492,C999993842906,P010,2023-05-08,,1,52.75,52.75,17.43,0.0
O00000493,C999993842906,P033,2024-01-20,,1,77.23,77.23,37.05,0.0
O00000494,C999993842906,P006,2023-05-20,,1,592.08,592.08,264.11,0.0
O00000495,C999993842906,P044,2023-02-04,,1,1240.29,1240.29,538.74,0.0
O00000496,C999993824103,P031,2024-06-13,,1,936.63,936.63,451.95,0.0
O00000497,C999993824103,P050,2023-09-12,,1,931.98,931.98,372.79,0.0
O00000498,C999993824103,P009,2024-06-18,,1,304.54,304.54,95.27,0.0
O00000499,C999993824067,P043,2023-09-10,,2,276.99,553.98,173.82,0.0
O00000500,C999993824067,P032,2023-12-29,,1,640.53,640.53,220.65,0.0
O00000501,C999993824067,P041,2023-12-26,,1,441.53,441.53,168.88,0.0
O00000502,C999993824067,P002,2024-04-10,,1,535.03,535.03,235.31,0.0
O00000503,C999993824067,P026,2023-04-18,,2,217.98,435.96,213.65,0.0
O00000504,C999993824067,P024,2023-11-01,M004,1,191.8,143.85,81.68,0.25
O00000505,C999993824067,P026,2024-01-30,,1,194.55,194.55,65.41,0.0
O00000506,C999993824067,P040,2023-10-29,,1,145.08,145.08,43.69,0.0
O00000507,C999993824067,P026,2023-12-13,,2,255.17,510.34,171.71,0.0
O00000508,C999993824067,P026,2023-02-11,,1,217.42,217.42,84.77,0.0
O00000509,C999993824067,P046,2023-02-22,,1,271.87,271.87,124.23,0.0
O00000510,C999993824067,P020,2024-08-21,,1,63.97,63.97,22.41,0.0
O00000511,C999993824023,P043,2024-01-02,,2,250.6,501.2,216.17,0.0
O00000512,C999993824023,P044,2023-10-22,,1,975.5,975.5,473.34,0.0
O00000513,C999993824023,P014,2023-12-06,,1,381.74,381.74,135.32,0.0
O00000514,C999993824023,P028,2023-07-03,,1,234.33,234.33,114.67,0.0
O00000515,C999993824023,P030,2024-01-30,,1,793.36,793.36,347.68,0.0
O00000516,C999993824023,P013,2024-05-21,,1,1218.47,1218.47,604.77,0.0
O00000517,C999993842951,P003,2024-04-08,,1,535.5,535.5,235.66,0.0
O00000518,C999993842951,P040,2023-01-21,,1,114.72,114.72,44.41,0.0
O00000519,C999993842951,P033,2023-02-20,,1,74.02,74.02,36.22,0.0
O00000520,C999993842951,P034,2023-09-08,,1,181.37,181.37,77.09,0.0
O00000521,C999993842951,P031,2024-09-06,,1,758.52,758.52,293.4,0.0
O00000522,C999993842951,P033,2024-08-08,,1,73.87,73.87,25.0,0.0
O00000523,C999993842973,P018,2024-03-07,M008,1,1127.27,958.18,401.2,0.15
O00000524,C999993842973,P046,2024-01-23,,1,275.12,275.12,108.26,0.0
O00000525,C999993842973,P040,2023-02-03,,1,143.85,143.85,62.83,0.0
O00000526,C999993842973,P050,2024-08-18,,1,925.39,925.39,445.25,0.0
O00000527,C999993842973,P020,2023-02-04,,1,82.07,82.07,40.17,0.0
O00000528,C999993842973,P019,2024-01-29,,1,277.76,277.76,112.26,0.0
O00000529,C999993836775,P050,2023-10-12,,1,687.01,687.01,258.92,0.0
O00000530,C999993836775,P016,2023-03-24,,1,532.97,532.97,164.94,0.0
O00000531,C999993836775,P001,2024-01-27,,2,441.61,883.22,304.09,0.0
O00000532,C999993814479,P045,2023-09-27,,1,282.58,282.58,123.28,0.0
O00000533,C999993814479,P049,2023-07-02,,1,724.6,724.6,285.68,0.0
O00000534,C999993814479,P011,2023-07-25,,1,615.09,615.09,200.07,0.0
O00000535,C999993814479,P033,2024-05-03,,1,76.38,76.38,26.33,0.0
O00000536,C999993814479,P023,2023-03-05,M001,1,195.0,165.75,88.69,0.15
O00000537,C999993814479,P046,2023-09-29,,1,220.67,220.67,81.16,0.0
O00000538,C999993814560,P015,2023-12-16,,1,232.2,232.2,115.43,0.0
O00000539,C999993814560,P028,2023-05-27,,2,222.66,445.32,159.66,0.0
O00000540,C999993814560,P008,2024-06-16,,2,429.22,858.44,325.0,0.0
O00000541,C999993814661,P007,2023-04-02,,1,417.81,417.81,153.27,0.0
O00000542,C999993814661,P026,2023-01-27,,1,183.57,183.57,65.08,0.0
O00000543,C999993814661,P029,2023-08-22,M003,1,357.28,321.55,128.05,0.1
O00000544,C999993814661,P002,2023-12-23,,1,414.26,414.26,172.07,0.0
O00000545,C999993814661,P019,2023-09-29,,1,238.05,238.05,76.65,0.0
O00000546,C999993814661,P007,2023-12-05,M005,1,467.41,383.28,171.02,0.18
O00000547,C999993846569,P011,2023-11-02,M004,1,684.26,513.19,207.14,0.25
O00000548,C999993846569,P036,2023-02-01,,1,67.45,67.45,27.76,0.0
O00000549,C999993846569,P043,2024-09-19,,1,272.37,272.37,110.04,0.0
O00000550,C999993846569,P043,2023-09-27,,1,261.34,261.34,105.65,0.0
O00000551,C999993846569,P022,2024-01-25,,1,1173.17,1173.17,513.81,0.0
O00000552,C999993846569,P034,2023-06-02,M002,1,199.31,159.45,73.82,0.2
O00000553,C999993846569,P023,2024-06-22,,1,149.35,149.35,66.88,0.0
O00000554,C999993846569,P046,2023-07-12,,1,221.74,221.74,87.82,0.0
O00000555,C999993846569,P029,2023-03-07,M001,1,264.11,224.49,124.98,0.15
O00000556,C999993829532,P024,2024-07-16,,1,205.77,205.77,68.83,0.0
O00000557,C999993829532,P031,2023-01-22,,1,703.62,703.62,234.08,0.0
O00000558,C999993829532,P031,2023-08-06,,1,771.19,771.19,246.05,0.0
O00000559,C999993829532,P048,2024-05-10,,2,958.32,1916.64,778.48,0.0
O00000560,C999993829532,P030,2023-09-18,,1,659.24,659.24,313.13,0.0
O00000561,C999993829532,P023,2023-03-18,M001,1,164.39,139.73,78.02,0.15
O00000562,C999993829532,P031,2024-02-16,,1,697.68,697.68,289.73,0.0
O00000563,C999993829532,P028,2024-04-18,,1,207.29,207.29,80.81,0.0
O00000564,C999993829532,P020,2023-12-07,M005,2,67.85,111.27,61.51,0.18
O00000565,C999993836844,P047,2024-02-15,,1,261.97,261.97,94.33,0.0
O00000566,C999993836844,P043,2024-02-10,M007,1,275.08,253.07,131.79,0.08
O00000567,C999993836844,P034,2023-01-15,,1,212.46,212.46,88.84,0.0
O00000568,C999993836844,P045,2024-07-14,,2,266.59,533.18,182.66,0.0
O00000569,C999993836844,P019,2024-01-18,,1,248.67,248.67,77.13,0.0
O00000570,C999993836844,P033,2023-09-01,,1,64.06,64.06,22.96,0.0
O00000571,C999993836844,P034,2023-09-26,,1,225.58,225.58,91.27,0.0
O00000572,C999993836844,P008,2024-08-15,,1,320.99,320.99,110.88,0.0
O00000573,C999993836844,P034,2024-06-19,,1,159.06,159.06,56.58,0.0
O00000574,C999993836844,P009,2023-06-26,,1,270.79,270.79,119.16,0.0
O00000575,C999993836844,P043,2023-02-01,,1,237.44,237.44,73.55,0.0
O00000576,C999993836844,P007,2024-02-25,,2,414.21,828.42,319.54,0.0
O00000577,C999993836844,P034,2024-08-20,,1,196.98,196.98,76.39,0.0
O00000578,C999993836844,P045,2024-07-26,,1,298.33,298.33,146.27,0.0
O00000579,C999993836844,P018,2023-05-05,,1,1073.0,1073.0,417.68,0.0
O00000580,C999993814763,P047,2023-01-08,,1,330.7,330.7,160.53,0.0
O00000581,C999993814763,P012,2024-07-22,,1,294.49,294.49,104.61,0.0
O00000582,C999993814763,P014,2024-07-30,,1,411.96,411.96,154.13,0.0
O00000583,C999993814763,P044,2023-10-05,,1,1258.71,1258.71,469.45,0.0
O00000584,C999993814763,P022,2023-03-04,,2,1549.56,3099.12,990.52,0.0
O00000585,C999993814763,P045,2024-08-04,,1,261.45,261.45,90.91,0.0
O00000586,C999993823347,P041,2024-09-01,,1,342.74,342.74,104.4,0.0
O00000587,C999993823347,P036,2023-03-16,M001,2,54.89,93.31,37.13,0.15
O00000588,C999993823347,P024,2023-10-08,,1,159.33,159.33,61.6,0.0
O00000589,C999993823347,P045,2023-01-04,,1,208.2,208.2,65.83,0.0
O00000590,C999993823347,P001,2023-12-17,,1,427.42,427.42,188.59,0.0
O00000591,C999993823347,P047,2024-08-16,,1,322.9,322.9,118.39,0.0
O00000592,C999993823347,P042,2023-08-14,,2,448.59,897.18,437.03,0.0
O00000593,C999993823347,P029,2023-02-06,,1,285.75,285.75,135.49,0.0
O00000594,C999993823347,P034,2023-09-26,,1,184.07,184.07,57.42,0.0
O00000595,C999993814887,P025,2023-11-02,M004,1,492.86,369.64,246.15,0.25
O00000596,C999993814887,P013,2024-06-13,,1,966.85,966.85,347.36,0.0
O00000597,C999993814887,P014,2024-09-26,,1,351.02,351.02,133.42,0.0
O00000598,C999993814887,P040,2024-07-26,,2,105.63,211.26,86.32,0.0
O00000599,C999993814887,P026,2024-03-07,,1,236.37,236.37,109.63,0.0
O00000600,C999993814887,P031,2023-10-01,,1,809.77,809.77,383.49,0.0
O00000601,C999993814887,P027,2023-05-14,,1,343.98,343.98,167.71,0.0
O00000602,C999993814887,P043,2024-07-24,,1,296.79,296.79,103.87,0.0
O00000603,C999993814887,P032,2023-01-12,,1,663.53,663.53,320.46,0.0
O00000604,C999993814887,P003,2024-03-18,,1,491.33,491.33,177.89,0.0
O00000605,C999993814887,P049,2023-06-15,M002,1,708.15,566.52,299.63,0.2
O00000606,C999993814887,P031,2024-02-16,,1,701.78,701.78,239.25,0.0
O00000607,C999993823303,P003,2023-10-27,,1,586.01,586.01,286.5,0.0
O00000608,C999993823303,P019,2023-07-30,,1,236.81,236.81,115.31,0.0
O00000609,C999993823303,P007,2023-10-16,,1,592.25,592.25,256.04,0.0
O00000610,C999993823303,P007,2024-06-12,,1,593.31,593.31,290.31,0.0
O00000611,C999993823303,P009,2023-09-14,,1,260.66,260.66,93.46,0.0
O00000612,C999993823303,P026,2023-10-16,,2,245.44,490.88,148.76,0.0
O00000613,C999993816329,P030,2024-01-23,,1,771.28,771.28,307.17,0.0
O00000614,C999993816329,P030,2024-07-27,,2,916.83,1833.66,703.05,0.0
O00000615,C999993816329,P036,2023-07-25,,1,65.45,65.45,31.12,0.0
O00000616,C999993816329,P026,2023-03-21,M001,1,245.47,208.65,97.76,0.15
O00000617,C999993816329,P008,2024-02-03,,2,461.81,923.62,357.25,0.0
O00000618,C999993816329,P017,2024-09-17,,2,482.24,964.48,360.65,0.0
O00000619,C999993816329,P002,2024-08-28,,1,541.19,541.19,244.54,0.0
O00000620,C999993816329,P029,2023-01-08,,2,323.26,646.52,247.01,0.0
O00000621,C999993816329,P043,2023-10-27,,1,272.0,272.0,127.13,0.0
O00000622,C999993816329,P002,2023-01-07,,1,455.86,455.86,208.14,0.0
O00000623,C999993816329,P001,2023-12-24,,1,448.37,448.37,152.18,0.0
O00000624,C999993816329,P035,2024-09-08,,1,561.51,561.51,176.19,0.0
O00000625,C999993818101,P014,2023-01-31,,1,295.38,295.38,100.12,0.0
O00000626,C999993818101,P010,2023-11-29,,1,53.69,53.69,16.32,0.0
O00000627,C999993818101,P018,2023-08-02,,1,1214.51,1214.51,369.45,0.0
O00000628,C999993818101,P036,2024-04-19,,1,61.38,61.38,22.2,0.0
O00000629,C999993818101,P012,2023-12-18,,1,254.29,254.29,97.09,0.0
O00000630,C999993818101,P034,2023-02-05,,1,161.24,161.24,52.48,0.0
O00000631,C999993818101,P024,2023-01-08,,1,207.9,207.9,89.44,0.0
O00000632,C999993818101,P030,2024-03-23,,1,935.91,935.91,330.15,0.0
O00000633,C999993818101,P043,2023-05-31,,1,251.23,251.23,81.69,0.0
O00000634,C999993818101,P030,2023-08-05,,1,842.28,842.28,409.84,0.0
O00000635,C999993818101,P014,2024-09-15,,1,329.4,329.4,103.34,0.0
O00000636,C999993818101,P024,2023-10-14,,1,223.92,223.92,84.43,0.0
O00000637,C999993818101,P014,2023-03-05,M001,1,309.61,263.17,131.22,0.15
O00000638,C999993818101,P008,2024-07-09,,1,470.57,470.57,207.04,0.0
O00000639,C999993818101,P017,2023-11-11,M004,1,645.58,484.19,228.35,0.25
O00000640,C999993849106,P049,2023-06-01,,1,761.31,761.31,372.35,0.0
O00000641,C999993849106,P005,2023-02-12,,2,238.31,476.62,222.1,0.0
O00000642,C999993849106,P029,2024-08-22,,2,290.95,581.9,258.8,0.0
O00000643,C999993849106,P001,2023-06-17,,1,424.62,424.62,168.46,0.0
O00000644,C999993849106,P035,2023-12-11,M005,1,632.63,518.76,223.65,0.18
O00000645,C999993849106,P007,2024-07-17,,1,541.46,541.46,251.7,0.0
O00000646,C999993858789,P049,2023-07-16,,1,568.49,568.49,204.99,0.0
O00000647,C999993858789,P021,2023-09-23,,1,1371.46,1371.46,599.85,0.0
O00000648,C999993858789,P040,2023-04-28,,1,110.53,110.53,41.66,0.0
O00000649,C999993844981,P047,2024-09-11,,1,271.87,271.87,102.31,0.0
O00000650,C999993844981,P020,2024-08-28,,1,78.06,78.06,34.48,0.0
O00000651,C999993844981,P035,2023-04-04,,1,653.21,653.21,287.53,0.0
