客户ID,Recency,Frequency,Monetary,平均订单金额,产品多样性,活动参与次数,R_Score,F_Score,M_Score,RFM_Score,RFM_Total
C999993826701,92,9,5262.98,584.7755555555555,9,2.0,2,2,3,223,7
C999993826723,35,15,11774.17,784.9446666666666,14,2.0,3,3,4,334,10
C999993826814,1,12,6979.02,581.585,11,3.0,4,3,4,434,11
C999993826825,72,9,3323.17,369.24111111111114,8,1.0,2,2,2,222,6
C999993826836,13,18,10492.04,582.8911111111112,15,2.0,4,4,4,444,12
C999993826858,300,6,3547.75,591.2916666666666,6,2.0,1,1,2,112,4
C999993826916,117,6,3084.7799999999997,514.13,5,2.0,1,1,2,112,4
C999993826927,17,6,2383.61,397.2683333333334,5,2.0,4,1,2,412,7
C999993826949,73,6,3399.2599999999998,566.5433333333333,5,0.0,2,1,2,212,5
C999993826961,44,15,7093.06,472.8706666666667,12,4.0,3,3,4,334,10
C999993827024,19,6,2559.8599999999997,426.64333333333326,6,2.0,4,1,2,412,7
C999993827035,30,6,1552.97,258.8283333333333,5,2.0,3,1,1,311,5
C999993827046,7,9,3677.5,408.6111111111111,9,1.0,4,2,3,423,9
C999993827057,109,20,10755.91,537.7955,18,2.0,2,4,4,244,10
C999993827068,205,3,2694.54,898.18,3,1.0,1,1,2,112,4
C999993827079,16,6,3455.77,575.9616666666667,6,0.0,4,1,2,412,7
C999993827091,12,12,6396.53,533.0441666666667,10,1.0,4,3,4,434,11
C999993827104,64,9,6111.79,679.0877777777778,8,1.0,2,2,4,224,8
C999993827115,8,18,6330.45,351.69166666666666,16,1.0,4,4,4,444,12
C999993827126,20,6,3736.69,622.7816666666666,6,0.0,4,1,3,413,8
C999993827160,9,3,1069.2199999999998,356.4066666666666,3,0.0,4,1,1,411,6
C999993827217,297,3,1479.85,493.2833333333333,3,1.0,1,1,1,111,3
C999993827239,58,15,5914.74,394.316,14,1.0,2,3,4,234,9
C999993827251,38,9,2509.68,278.8533333333333,8,2.0,3,2,2,322,7
C999993827262,199,3,980.47,326.8233333333333,3,0.0,1,1,1,111,3
C999993827273,21,15,8243.86,549.5906666666667,14,2.0,4,3,4,434,11
C999993827308,252,6,1791.4399999999998,298.5733333333333,6,0.0,1,1,1,111,3
C999993827331,366,3,2024.23,674.7433333333333,3,0.0,1,1,1,111,3
C999993827375,71,9,4780.49,531.1655555555556,9,1.0,2,2,3,223,7
C999993827397,34,6,3265.55,544.2583333333333,6,0.0,3,1,2,312,6
C999993827444,378,3,736.21,245.40333333333334,3,1.0,1,1,1,111,3
C999993827466,241,3,970.1800000000001,323.3933333333334,3,1.0,1,1,1,111,3
C999993827477,14,12,4624.01,385.3341666666667,9,1.0,4,3,3,433,10
C999993827488,12,15,6891.049999999999,459.4033333333333,13,2.0,4,3,4,434,11
C999993827499,63,6,2998.81,499.8016666666667,5,0.0,2,1,2,212,5
C999993827502,160,9,5766.74,640.7488888888888,9,0.0,1,2,3,123,6
C999993827513,144,3,984.71,328.2366666666667,3,0.0,1,1,1,111,3
C999993827524,81,15,7655.98,510.39866666666666,14,0.0,2,3,4,234,9
C999993827579,40,20,8605.4,430.27,17,5.0,3,4,4,344,11
C999993827580,247,3,975.93,325.31,2,2.0,1,1,1,111,3
C999993827591,28,6,3642.76,607.1266666666667,6,1.0,3,1,2,312,6
C999993827603,6,15,6095.05,406.3366666666667,14,1.0,4,3,4,434,11
C999993827614,1,12,4803.24,400.27,12,3.0,4,3,3,433,10
C999993827636,60,18,11086.4,615.911111111111,14,0.0,2,4,4,244,10
C999993827647,9,6,2933.84,488.97333333333336,6,0.0,4,1,2,412,7
C999993827705,108,6,4066.5,677.75,6,0.0,2,1,3,213,6
C999993827761,79,9,5095.26,566.14,7,1.0,2,2,3,223,7
C999993827794,66,20,9192.31,459.6155,14,1.0,2,4,4,244,10
C999993827829,32,9,3455.64,383.96,9,4.0,3,2,2,322,7
C999993827830,11,20,8964.81,448.2405,16,4.0,4,4,4,444,12
C999993827841,215,3,3205.4300000000003,1068.4766666666667,3,0.0,1,1,2,112,4
C999993827852,94,6,3216.53,536.0883333333334,6,0.0,2,1,2,212,5
C999993827874,34,20,7918.849999999999,395.9425,18,1.0,3,4,4,344,11
C999993827885,78,9,5313.6,590.4000000000001,9,4.0,2,2,3,223,7
C999993827896,37,18,7146.97,397.0538888888889,12,2.0,3,4,4,344,11
C999993827909,34,6,1359.88,226.64666666666668,5,2.0,3,1,1,311,5
C999993827910,33,6,3939.71,656.6183333333333,6,0.0,3,1,3,313,7
C999993827943,20,6,5717.14,952.8566666666667,6,0.0,4,1,3,413,8
C999993827976,60,12,6944.12,578.6766666666666,11,0.0,2,3,4,234,9
C999993827987,39,15,7741.25,516.0833333333334,13,2.0,3,3,4,334,10
C999993827998,16,6,5738.95,956.4916666666667,6,0.0,4,1,3,413,8
C999993828006,35,9,4656.64,517.4044444444445,9,1.0,3,2,3,323,8
C999993828017,100,3,565.69,188.56333333333336,3,0.0,2,1,1,211,4
C999993828028,14,15,7218.57,481.238,15,2.0,4,3,4,434,11
C999993828039,44,20,8339.76,416.988,19,2.0,3,4,4,344,11
C999993828051,225,6,2909.06,484.8433333333333,6,1.0,1,1,2,112,4
C999993828062,13,9,4657.86,517.54,9,2.0,4,2,3,423,9
C999993828073,24,20,9379.68,468.98400000000004,16,6.0,3,4,4,344,11
C999993828084,40,3,2369.37,789.79,3,0.0,3,1,1,311,5
C999993828095,12,6,2052.41,342.0683333333333,6,1.0,4,1,1,411,6
C999993828108,122,15,7353.12,490.20799999999997,12,4.0,1,3,4,134,8
C999993828119,6,12,5031.51,419.2925,10,0.0,4,3,3,433,10
C999993828120,148,9,4827.1900000000005,536.3544444444445,8,3.0,1,2,3,123,6
C999993828131,10,18,9214.76,511.93111111111114,15,1.0,4,4,4,444,12
C999993828142,178,6,3483.4300000000003,580.5716666666667,6,1.0,1,1,2,112,4
C999993828233,36,12,6193.5,516.125,11,3.0,3,3,4,334,10
C999993828244,32,15,6394.82,426.3213333333333,14,3.0,3,3,4,334,10
C999993828266,120,9,4653.63,517.07,9,0.0,1,2,3,123,6
C999993828313,125,6,5347.610000000001,891.2683333333334,6,1.0,1,1,3,113,5
C999993828324,48,9,4336.51,481.83444444444444,8,1.0,3,2,3,323,8
C999993828404,84,6,3897.0499999999997,649.5083333333333,6,0.0,2,1,3,213,6
C999993828415,50,9,3362.98,373.6644444444444,9,1.0,3,2,2,322,7
C999993828426,11,9,4268.33,474.25888888888886,9,0.0,4,2,3,423,9
C999993828506,397,3,975.62,325.20666666666665,3,1.0,1,1,1,111,3
C999993828517,54,15,6565.18,437.6786666666667,15,1.0,2,3,4,234,9
C999993828539,80,6,3066.5,511.0833333333333,6,1.0,2,1,2,212,5
C999993828551,242,9,8390.39,932.2655555555555,9,2.0,1,2,4,124,7
C999993828562,4,20,10011.37,500.56850000000003,19,3.0,4,4,4,444,12
C999993828573,227,3,1477.38,492.46000000000004,3,1.0,1,1,1,111,3
C999993828595,3,15,11863.36,790.8906666666667,13,2.0,4,3,4,434,11
C999993828618,172,9,5547.16,616.3511111111111,9,1.0,1,2,3,123,6
C999993828630,26,6,4963.15,827.1916666666666,5,0.0,3,1,3,313,7
C999993828641,5,9,5872.29,652.4766666666667,9,1.0,4,2,3,423,9
C999993828674,33,9,5045.74,560.6377777777777,9,1.0,3,2,3,323,8
C999993828685,50,9,2897.36,321.9288888888889,8,0.0,3,2,2,322,7
C999993828696,131,9,4018.53,446.50333333333333,8,1.0,1,2,3,123,6
C999993828710,26,9,6432.85,714.7611111111112,9,0.0,3,2,4,324,9
C999993828743,66,6,2882.1,480.34999999999997,6,0.0,2,1,2,212,5
C999993828754,75,9,3745.83,416.2033333333333,7,1.0,2,2,3,223,7
C999993828765,99,3,1761.88,587.2933333333334,3,0.0,2,1,1,211,4
C999993828776,2,15,6440.93,429.3953333333333,11,1.0,4,3,4,434,11
C999993828787,20,20,8970.47,448.52349999999996,16,4.0,4,4,4,444,12
C999993828798,181,6,2924.1400000000003,487.35666666666674,6,0.0,1,1,2,112,4
C999993828801,65,6,2564.09,427.34833333333336,6,1.0,2,1,2,212,5
C999993828834,402,3,1504.1599999999999,501.3866666666666,3,0.0,1,1,1,111,3
C999993828903,58,12,5400.9400000000005,450.0783333333334,10,2.0,2,3,3,233,8
C999993828914,2,12,7743.18,645.265,11,1.0,4,3,4,434,11
C999993828936,9,12,5688.5599999999995,474.0466666666666,12,1.0,4,3,3,433,10
C999993828981,31,15,5090.29,339.35266666666666,14,3.0,3,3,3,333,9
C999993828992,144,6,2888.54,481.42333333333335,6,0.0,1,1,2,112,4
C999993829043,18,6,2184.18,364.03,6,0.0,4,1,1,411,6
C999993829112,59,20,12652.18,632.609,18,2.0,2,4,4,244,10
C999993829134,39,18,7411.45,411.7472222222222,15,1.0,3,4,4,344,11
C999993829145,216,6,5060.91,843.485,6,0.0,1,1,3,113,5
C999993829214,21,9,3927.47,436.3855555555555,8,2.0,4,2,3,423,9
C999993829236,80,6,4546.05,757.6750000000001,6,0.0,2,1,3,213,6
C999993829247,41,9,6552.17,728.0188888888889,7,0.0,3,2,4,324,9
C999993829281,170,6,3868.95,644.8249999999999,6,0.0,1,1,3,113,5
C999993829292,64,6,3804.6899999999996,634.1149999999999,5,1.0,2,1,3,213,6
C999993829327,173,3,3070.0299999999997,1023.3433333333332,2,0.0,1,1,2,112,4
C999993829350,198,12,5339.26,444.93833333333333,11,1.0,1,3,3,133,7
C999993829361,111,9,4609.13,512.1255555555556,7,1.0,2,2,3,223,7
C999993829372,21,18,8174.2699999999995,454.1261111111111,16,0.0,4,4,4,444,12
C999993829429,150,9,4270.69,474.52111111111105,9,1.0,1,2,3,123,6
C999993829463,35,6,4474.639999999999,745.7733333333332,4,0.0,3,1,3,313,7
C999993829532,75,9,5412.43,601.3811111111112,7,2.0,2,2,3,223,7
C999993829543,12,20,10488.49,524.4245,17,4.0,4,4,4,444,12
C999993829554,275,3,1993.5,664.5,3,0.0,1,1,1,111,3
C999993829598,17,9,2613.12,290.34666666666664,9,2.0,4,2,2,422,8
C999993829699,23,9,4459.7300000000005,495.5255555555556,9,0.0,3,2,3,323,8
C999993829702,0,20,10412.8,520.64,15,3.0,4,4,4,444,12
C999993829724,28,6,2452.18,408.69666666666666,5,0.0,3,1,2,312,6
C999993829735,22,15,10182.64,678.8426666666667,14,2.0,3,3,4,334,10
C999993829768,41,18,12968.87,720.4927777777779,14,3.0,3,4,4,344,11
C999993829779,25,6,1910.71,318.45166666666665,5,0.0,3,1,1,311,5
C999993829780,176,9,5868.9800000000005,652.1088888888889,9,3.0,1,2,3,123,6
C999993829791,2,9,5720.63,635.6255555555556,6,1.0,4,2,3,423,9
C999993829804,15,9,4314.54,479.3933333333333,7,0.0,4,2,3,423,9
C999993829837,10,12,6724.95,560.4125,10,1.0,4,3,4,434,11
C999993829859,138,20,9151.87,457.59350000000006,16,7.0,1,4,4,144,9
C999993829860,3,9,4162.96,462.55111111111114,9,2.0,4,2,3,423,9
C999993829871,14,20,11364.27,568.2135000000001,18,5.0,4,4,4,444,12
C999993829962,9,15,6150.57,410.03799999999995,13,1.0,4,3,4,434,11
C999993829973,46,12,6277.900000000001,523.1583333333334,11,3.0,3,3,4,334,10
C999993829995,4,18,10281.61,571.2005555555556,15,3.0,4,4,4,444,12
C999993830025,33,9,3494.88,388.32,8,0.0,3,2,2,322,7
C999993830036,114,3,742.99,247.66333333333333,3,1.0,2,1,1,211,4
C999993830047,22,15,8753.69,583.5793333333334,12,2.0,3,3,4,334,10
C999993830070,7,6,3938.2,656.3666666666667,5,1.0,4,1,3,413,8
C999993830092,329,3,2031.41,677.1366666666667,3,1.0,1,1,1,111,3
C999993830105,253,3,681.1500000000001,227.05000000000004,3,0.0,1,1,1,111,3
C999993830116,26,6,1971.27,328.545,6,2.0,3,1,1,311,5
C999993830127,211,9,7323.6900000000005,813.7433333333333,7,0.0,1,2,4,124,7
C999993830172,70,6,3295.6200000000003,549.2700000000001,6,2.0,2,1,2,212,5
C999993830194,156,3,850.31,283.43666666666667,3,0.0,1,1,1,111,3
C999993830207,23,6,1937.63,322.93833333333333,6,1.0,3,1,1,311,5
C999993830230,18,3,1631.21,543.7366666666667,3,0.0,4,1,1,411,6
C999993830263,185,3,6314.6,2104.866666666667,3,0.0,1,1,4,114,6
C999993830285,1,20,8955.42,447.771,17,2.0,4,4,4,444,12
C999993830309,121,6,2483.3199999999997,413.8866666666666,6,1.0,1,1,2,112,4
C999993830332,28,3,1223.6,407.8666666666666,3,0.0,3,1,1,311,5
C999993830354,19,15,6886.33,459.08866666666665,13,2.0,4,3,4,434,11
C999993830387,46,18,10562.4,586.8,14,0.0,3,4,4,344,11
C999993830412,36,6,2002.6299999999999,333.77166666666665,6,1.0,3,1,1,311,5
C999993830423,88,6,3158.8900000000003,526.4816666666667,6,2.0,2,1,2,212,5
C999993830467,43,6,1632.69,272.115,6,2.0,3,1,1,311,5
C999993830478,277,9,5471.860000000001,607.9844444444445,8,2.0,1,2,3,123,6
C999993830503,58,6,2935.2599999999998,489.21,6,0.0,2,1,2,212,5
C999993830514,129,6,5375.03,895.8383333333333,5,0.0,1,1,3,113,5
C999993830592,207,6,2728.36,454.7266666666667,6,2.0,1,1,2,112,4
C999993830604,24,9,3475.66,386.1844444444444,9,2.0,3,2,2,322,7
C999993830637,38,3,1413.41,471.1366666666667,3,0.0,3,1,1,311,5
C999993830659,47,6,2042.09,340.3483333333333,6,2.0,3,1,1,311,5
C999993830682,54,9,5964.1900000000005,662.6877777777778,9,0.0,2,2,4,224,8
C999993830784,69,6,3887.67,647.945,6,0.0,2,1,3,213,6
C999993830820,325,3,1718.1,572.6999999999999,3,0.0,1,1,1,111,3
C999993830853,113,9,4518.15,502.01666666666665,8,0.0,2,2,3,223,7
C999993830966,99,3,2293.16,764.3866666666667,3,0.0,2,1,1,211,4
C999993831052,26,12,5150.639999999999,429.21999999999997,11,2.0,3,3,3,333,9
C999993831096,95,6,3608.05,601.3416666666667,6,0.0,2,1,2,212,5
C999993831109,114,9,3761.79,417.9766666666667,9,1.0,2,2,3,223,7
C999993831110,167,3,1334.73,444.91,2,0.0,1,1,1,111,3
C999993831143,11,12,4885.8,407.15000000000003,10,1.0,4,3,3,433,10
C999993831290,26,9,3489.7,387.7444444444444,9,0.0,3,2,2,322,7
C999993831314,88,6,3078.2799999999997,513.0466666666666,6,1.0,2,1,2,212,5
C999993831336,10,12,6095.45,507.95416666666665,11,0.0,4,3,4,434,11
C999993831358,281,6,3360.76,560.1266666666667,5,1.0,1,1,2,112,4
C999993831370,14,3,1064.91,354.97,3,0.0,4,1,1,411,6
C999993831381,109,3,2331.75,777.25,3,1.0,2,1,1,211,4
C999993831392,7,3,3049.07,1016.3566666666667,3,0.0,4,1,2,412,7
C999993831427,14,9,3656.35,406.2611111111111,9,1.0,4,2,3,423,9
C999993831438,192,12,9886.380000000001,823.8650000000001,11,0.0,1,3,4,134,8
C999993831449,8,9,5286.7,587.411111111111,8,1.0,4,2,3,423,9
C999993831472,2,6,2640.07,440.0116666666667,5,1.0,4,1,2,412,7
C999993831574,66,3,1133.52,377.84,3,0.0,2,1,1,211,4
C999993831585,178,3,1284.5,428.1666666666667,3,0.0,1,1,1,111,3
C999993831596,14,3,965.9300000000001,321.9766666666667,3,2.0,4,1,1,411,6
C999993831620,19,12,7275.0,606.25,12,1.0,4,3,4,434,11
C999993831642,65,6,3206.83,534.4716666666667,6,0.0,2,1,2,212,5
C999993831653,17,6,3520.21,586.7016666666667,6,1.0,4,1,2,412,7
C999993831700,54,9,3764.69,418.2988888888889,9,0.0,2,2,3,223,7
C999993831733,114,6,3892.59,648.765,6,0.0,2,1,3,213,6
C999993831755,161,3,2875.36,958.4533333333334,3,1.0,1,1,2,112,4
C999993831766,213,3,2542.5699999999997,847.5233333333332,3,1.0,1,1,2,112,4
C999993831788,17,6,3160.08,526.68,6,0.0,4,1,2,412,7
C999993831813,360,3,2256.42,752.14,3,2.0,1,1,1,111,3
C999993831824,256,3,897.31,299.1033333333333,3,0.0,1,1,1,111,3
C999993831857,61,3,3918.75,1306.25,3,0.0,2,1,3,213,6
C999993831915,61,6,2710.54,451.75666666666666,5,1.0,2,1,2,212,5
C999993831982,44,9,2150.33,238.92555555555555,9,1.0,3,2,1,321,6
C999993832078,126,3,1324.82,441.6066666666666,3,1.0,1,1,1,111,3
C999993832169,44,15,8151.79,543.4526666666667,10,2.0,3,3,4,334,10
C999993832330,210,3,1018.28,339.4266666666667,3,1.0,1,1,1,111,3
C999993832363,159,6,4582.55,763.7583333333333,6,2.0,1,1,3,113,5
C999993832396,179,6,2081.7200000000003,346.9533333333334,6,1.0,1,1,1,111,3
C999993832409,408,6,3991.16,665.1933333333333,6,2.0,1,1,3,113,5
C999993832410,101,6,2275.31,379.2183333333333,6,0.0,2,1,1,211,4
C999993832512,68,6,2687.9300000000003,447.9883333333334,6,1.0,2,1,2,212,5
C999993832567,35,6,3506.1800000000003,584.3633333333333,6,2.0,3,1,2,312,6
C999993832704,21,6,2731.62,455.27,6,1.0,4,1,2,412,7
C999993832715,11,6,2903.68,483.94666666666666,6,0.0,4,1,2,412,7
C999993832748,90,6,3495.8199999999997,582.6366666666667,6,0.0,2,1,2,212,5
C999993832817,18,6,1933.99,322.33166666666665,6,1.0,4,1,1,411,6
C999993832839,32,6,2806.17,467.695,6,1.0,3,1,2,312,6
C999993832920,172,6,2116.4700000000003,352.74500000000006,6,1.0,1,1,1,111,3
C999993832997,96,6,3207.8,534.6333333333333,6,0.0,2,1,2,212,5
C999993833048,26,6,3016.52,502.75333333333333,6,0.0,3,1,2,312,6
C999993833060,4,12,3285.89,273.82416666666666,11,0.0,4,3,2,432,9
C999993833071,23,15,4109.35,273.9566666666667,10,2.0,3,3,3,333,9
C999993833082,30,6,3177.41,529.5683333333333,6,1.0,3,1,2,312,6
C999993833117,113,15,7188.41,479.2273333333333,14,1.0,2,3,4,234,9
C999993833162,13,20,10455.34,522.767,18,2.0,4,4,4,444,12
C999993833208,11,12,5540.7,461.72499999999997,11,1.0,4,3,3,433,10
C999993833219,31,9,4758.82,528.7577777777777,7,1.0,3,2,3,323,8
C999993833297,331,6,3899.18,649.8633333333333,6,3.0,1,1,3,113,5
C999993833300,58,6,3225.33,537.555,6,2.0,2,1,2,212,5
C999993833366,31,6,4011.27,668.545,6,0.0,3,1,3,313,7
C999993833399,18,15,6145.44,409.69599999999997,15,2.0,4,3,4,434,11
C999993833424,11,3,726.21,242.07000000000002,3,1.0,4,1,1,411,6
C999993833446,24,20,9840.98,492.049,19,1.0,3,4,4,344,11
C999993833468,355,6,1126.46,187.74333333333334,5,0.0,1,1,1,111,3
C999993833480,10,20,11265.09,563.2545,19,5.0,4,4,4,444,12
C999993833571,1,18,10524.81,584.7116666666666,16,0.0,4,4,4,444,12
C999993833616,9,6,2439.7200000000003,406.62000000000006,6,1.0,4,1,2,412,7
C999993833730,17,6,2216.1,369.34999999999997,5,1.0,4,1,1,411,6
C999993833809,130,9,4208.83,467.6477777777778,8,2.0,1,2,3,123,6
C999993833843,106,6,1856.64,309.44,6,1.0,2,1,1,211,4
C999993833865,20,6,2858.9500000000003,476.49166666666673,6,1.0,4,1,2,412,7
C999993833887,35,6,3689.4900000000002,614.9150000000001,5,0.0,3,1,3,313,7
C999993833901,112,6,2117.91,352.98499999999996,6,0.0,2,1,1,211,4
C999993833945,67,12,3269.56,272.4633333333333,10,0.0,2,3,2,232,7
C999993833967,77,6,3344.68,557.4466666666666,5,1.0,2,1,2,212,5
C999993834020,92,6,1649.05,274.84166666666664,5,1.0,2,1,1,211,4
C999993834042,6,20,8405.67,420.2835,18,1.0,4,4,4,444,12
C999993834144,1,9,4766.09,529.5655555555555,9,1.0,4,2,3,423,9
C999993834155,96,9,3521.71,391.30111111111114,9,0.0,2,2,2,222,6
C999993834166,42,9,4424.55,491.6166666666667,8,2.0,3,2,3,323,8
C999993834235,9,15,5028.03,335.202,13,1.0,4,3,3,433,10
C999993834291,109,3,973.87,324.62333333333333,3,0.0,2,1,1,211,4
C999993834337,37,9,2137.29,237.47666666666666,9,3.0,3,2,1,321,6
C999993834360,82,3,877.71,292.57,3,0.0,2,1,1,211,4
C999993834371,95,3,1208.73,402.91,3,0.0,2,1,1,211,4
C999993834406,11,3,444.15000000000003,148.05,3,0.0,4,1,1,411,6
C999993834440,13,12,6154.52,512.8766666666667,9,3.0,4,3,4,434,11
C999993834451,47,15,6345.8,423.05333333333334,14,2.0,3,3,4,334,10
C999993834542,27,20,8843.67,442.1835,17,3.0,3,4,4,344,11
C999993834575,85,15,6320.93,421.3953333333333,13,1.0,2,3,4,234,9
C999993834586,13,12,9407.24,783.9366666666666,11,1.0,4,3,4,434,11
C999993834621,111,6,2963.98,493.99666666666667,6,1.0,2,1,2,212,5
C999993834698,150,12,5351.01,445.9175,12,0.0,1,3,3,133,7
C999993834701,15,15,8472.54,564.836,14,1.0,4,3,4,434,11
C999993834723,0,9,7927.21,880.8011111111111,8,0.0,4,2,4,424,10
C999993834778,119,6,2726.73,454.455,6,0.0,1,1,2,112,4
C999993834836,33,12,4392.360000000001,366.03000000000003,11,2.0,3,3,3,333,9
C999993834870,43,6,4025.76,670.96,6,1.0,3,1,3,313,7
C999993834916,106,6,4407.9800000000005,734.6633333333334,6,1.0,2,1,3,213,6
C999993834938,89,6,1997.43,332.90500000000003,6,2.0,2,1,1,211,4
C999993834950,10,6,4031.6800000000003,671.9466666666667,5,0.0,4,1,3,413,8
C999993834972,100,12,9189.99,765.8325,9,2.0,2,3,4,234,9
C999993834994,146,6,2567.7799999999997,427.9633333333333,5,1.0,1,1,2,112,4
C999993835013,207,3,812.55,270.84999999999997,3,2.0,1,1,1,111,3
C999993835057,146,6,3649.85,608.3083333333333,6,0.0,1,1,2,112,4
C999993835068,58,9,4359.55,484.39444444444445,8,1.0,2,2,3,223,7
C999993835079,5,20,11971.59,598.5795,16,2.0,4,4,4,444,12
C999993835159,69,6,3034.7200000000003,505.7866666666667,6,0.0,2,1,2,212,5
C999993835182,93,6,3738.91,623.1516666666666,5,0.0,2,1,3,213,6
C999993835193,150,6,3351.62,558.6033333333334,6,1.0,1,1,2,112,4
C999993835239,199,6,5070.51,845.085,6,0.0,1,1,3,113,5
C999993835295,40,15,8199.56,546.6373333333333,14,4.0,3,3,4,334,10
C999993835364,10,6,2678.11,446.3516666666667,6,1.0,4,1,2,412,7
C999993835466,9,6,2318.59,386.4316666666667,5,0.0,4,1,1,411,6
C999993835477,40,9,5493.79,610.4211111111111,7,1.0,3,2,3,323,8
C999993835513,249,6,1626.85,271.14166666666665,5,3.0,1,1,1,111,3
C999993835568,58,6,2908.99,484.83166666666665,6,1.0,2,1,2,212,5
C999993835614,83,6,2628.8,438.1333333333334,5,2.0,2,1,2,212,5
C999993835625,64,3,1530.9499999999998,510.3166666666666,3,0.0,2,1,1,211,4
C999993835670,327,3,883.71,294.57,3,1.0,1,1,1,111,3
C999993835681,161,3,1437.94,479.31333333333333,3,0.0,1,1,1,111,3
C999993835692,36,3,3732.7799999999997,1244.26,3,1.0,3,1,3,313,7
C999993835705,14,3,1000.76,333.58666666666664,3,0.0,4,1,1,411,6
C999993835783,81,6,3107.4300000000003,517.9050000000001,6,0.0,2,1,2,212,5
C999993835794,10,6,4002.29,667.0483333333333,6,0.0,4,1,3,413,8
C999993835807,10,9,5577.75,619.75,9,2.0,4,2,3,423,9
C999993835841,40,15,6667.7699999999995,444.518,13,1.0,3,3,4,334,10
C999993835885,119,18,8854.55,491.9194444444444,15,2.0,1,4,4,144,9
C999993835910,53,6,2770.71,461.785,6,1.0,3,1,2,312,6
C999993836049,145,9,3451.12,383.4577777777778,9,2.0,1,2,2,122,5
C999993836130,70,6,2139.46,356.57666666666665,6,1.0,2,1,1,211,4
C999993836174,4,18,10740.31,596.6838888888889,16,0.0,4,4,4,444,12
C999993836185,123,6,3308.96,551.4933333333333,5,1.0,1,1,2,112,4
C999993836232,111,6,2019.54,336.59,6,0.0,2,1,1,211,4
C999993836334,68,6,2229.63,371.605,6,0.0,2,1,1,211,4
C999993836403,16,9,4686.57,520.73,8,2.0,4,2,3,423,9
C999993836414,8,18,9441.52,524.5288888888889,15,1.0,4,4,4,444,12
C999993836425,5,6,2604.52,434.08666666666664,5,0.0,4,1,2,412,7
C999993836436,137,6,5317.84,886.3066666666667,5,1.0,1,1,3,113,5
C999993836458,60,6,2899.3100000000004,483.2183333333334,6,0.0,2,1,2,212,5
C999993836538,131,15,11121.96,741.4639999999999,12,4.0,1,3,4,134,8
C999993836594,82,6,3548.87,591.4783333333334,6,1.0,2,1,2,212,5
C999993836628,30,20,8639.06,431.953,18,3.0,3,4,4,344,11
C999993836639,93,3,1777.8,592.6,3,0.0,2,1,1,211,4
C999993836673,73,9,5442.95,604.7722222222222,9,2.0,2,2,3,223,7
C999993836708,148,3,2567.67,855.89,3,0.0,1,1,2,112,4
C999993836731,123,3,1320.49,440.16333333333336,2,1.0,1,1,1,111,3
C999993836775,246,3,2103.2,701.0666666666666,3,0.0,1,1,1,111,3
C999993836844,40,15,5184.0,345.6,10,1.0,3,3,3,333,9
C999993836855,14,20,9019.01,450.95050000000003,17,0.0,4,4,4,444,12
C999993836899,75,20,6566.45,328.3225,16,4.0,2,4,4,244,10
C999993836913,171,6,1604.77,267.46166666666664,6,2.0,1,1,1,111,3
C999993836968,74,6,3714.0,619.0,5,0.0,2,1,3,213,6
C999993836979,30,6,2317.77,386.295,5,1.0,3,1,1,311,5
C999993836980,19,6,3795.9900000000002,632.6650000000001,6,0.0,4,1,3,413,8
C999993837087,17,9,2812.0,312.44444444444446,7,2.0,4,2,2,422,8
C999993837134,66,6,2764.42,460.7366666666667,6,3.0,2,1,2,212,5
C999993837167,24,3,1401.1000000000001,467.03333333333336,3,0.0,3,1,1,311,5
C999993837178,150,6,2634.96,439.16,6,0.0,1,1,2,112,4
C999993837190,59,12,9375.17,781.2641666666667,12,0.0,2,3,4,234,9
C999993837214,16,18,8658.06,481.00333333333333,16,3.0,4,4,4,444,12
C999993837236,66,6,3801.52,633.5866666666667,6,0.0,2,1,3,213,6
