客户ID,客户姓名,性别,年龄,婚姻状态,城市,教育程度,会员等级,个人年收入,工作年限,注册日期,Recency,Frequency,Monetary,平均订单金额,产品多样性,活动参与次数,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,客户生命周期
C999993848249,anon_S4782,男,30,未婚,辽宁,大专,D-风险客户,69000,10,2023-10-02,27,15,6698.32,446.55466666666666,14,1.0,3,3,4,334,10,363
C999993848238,anon_S4781,女,32,已婚,宁夏,本科,D-风险客户,69000,9,2023-05-21,58,6,2078.95,346.4916666666666,5,1.0,2,1,1,211,4,497
C999993812176,anon_S1180,男,46,已婚,四川,大专,D-风险客户,21825,26,2022-12-14,23,15,6921.73,461.4486666666666,12,5.0,3,3,4,334,10,655
C999993848090,anon_S4767,男,33,已婚,内蒙古,本科,D-风险客户,69000,10,2023-04-18,75,6,1832.79,305.465,6,1.0,2,1,1,211,4,530
C999993848089,anon_S4766,女,32,未婚,浙江,本科,D-风险客户,69000,9,2022-08-19,43,6,2476.0,412.6666666666667,5,0.0,3,1,2,312,6,772
C999993848034,anon_S4761,男,31,未婚,甘肃,大专,D-风险客户,68949,11,2022-07-09,60,6,3008.7400000000002,501.4566666666667,6,0.0,2,1,2,212,5,813
C999993847960,anon_S4754,男,31,未婚,内蒙古,大专,D-风险客户,68949,11,2022-08-13,3,15,10198.14,679.876,14,2.0,4,3,4,434,11,778
C999993846853,anon_S4645,男,30,未婚,浙江,大专,D-风险客户,67400,10,2023-01-20,32,6,3395.7599999999998,565.9599999999999,5,0.0,3,1,2,312,6,618
C999993846864,anon_S4646,男,30,未婚,山东,大专,D-风险客户,67400,10,2023-01-12,175,9,6304.09,700.4544444444444,8,0.0,1,2,4,124,7,626
C999993863426,anon_S6284,男,20,未婚,福建,高中,D-风险客户,150000,2,2022-10-10,47,9,3578.75,397.6388888888889,9,1.0,3,2,2,322,7,720
C999993846944,anon_S4654,男,30,未婚,吉林,大专,D-风险客户,67500,10,2023-09-25,64,6,1251.92,208.65333333333334,6,2.0,2,1,1,211,4,370
C999993802995,anon_S292,女,53,未婚,重庆,大专,D-风险客户,12750,33,2023-09-20,158,6,2917.75,486.2916666666667,6,0.0,1,1,2,112,4,375
C999993802984,anon_S291,女,46,已婚,安徽,本科,D-风险客户,12750,23,2022-09-16,68,6,4068.72,678.12,6,0.0,2,1,3,213,6,744
C999993809388,anon_S901,男,46,未婚,四川,本科,D-风险客户,19360,23,2022-12-25,74,3,1016.22,338.74,3,0.0,2,1,1,211,4,644
C999993817470,anon_S1710,女,53,未婚,吉林,大专,D-风险客户,27174,33,2023-12-11,15,15,8119.83,541.322,14,0.0,4,3,4,434,11,293
C999993837984,anon_S3760,男,37,已婚,黑龙江,初中及以下,D-风险客户,50360,49,2023-04-01,53,6,2352.97,392.16166666666663,6,1.0,3,1,1,311,5,547
C999993818236,anon_S1786,女,29,未婚,河南,硕士及以上,D-风险客户,27700,4,2023-02-15,134,12,6563.280000000001,546.94,11,1.0,1,3,4,134,8,592
C999993846161,anon_S4576,男,32,未婚,湖南,本科,D-风险客户,66182,9,2023-10-11,75,3,2048.9900000000002,682.9966666666668,3,0.0,2,1,1,211,4,354
C999993845384,anon_S4498,男,31,未婚,贵州,大专,D-风险客户,65000,11,2022-11-14,29,18,11787.16,654.8422222222222,14,3.0,3,4,4,344,11,685
C999993845395,anon_S4499,男,32,未婚,陕西,大专,D-风险客户,65000,12,2023-11-08,54,6,2303.05,383.8416666666667,6,0.0,2,1,1,211,4,326
C999993838036,anon_S3765,男,34,已婚,上海,本科,D-风险客户,50800,11,2022-08-13,40,6,3870.67,645.1116666666667,5,0.0,3,1,3,313,7,778
C999993838047,anon_S3766,男,32,未婚,海南,本科,D-风险客户,50800,9,2022-08-22,110,3,1496.0700000000002,498.69000000000005,3,1.0,2,1,1,211,4,769
C999993838194,anon_S3781,男,32,未婚,河南,本科,D-风险客户,51010,9,2023-11-15,266,6,1985.97,330.995,6,1.0,1,1,1,111,3,319
C999993838207,anon_S3782,男,32,未婚,广西,本科,D-风险客户,51010,9,2023-10-26,8,9,2187.6499999999996,243.0722222222222,8,2.0,4,2,1,421,7,339
C999993838263,anon_S3788,男,33,已婚,宁夏,本科,D-风险客户,51090,10,2023-01-09,49,9,3490.42,387.82444444444445,8,1.0,3,2,2,322,7,629
C999993838274,anon_S3789,男,34,未婚,北京,本科,D-风险客户,51090,11,2023-11-03,0,18,11020.2,612.2333333333333,17,1.0,4,4,4,444,12,331
C999993845486,anon_S4508,男,31,未婚,重庆,大专,D-风险客户,65400,11,2023-08-31,2,6,3023.64,503.94,6,1.0,4,1,2,412,7,395
C999993845497,anon_S4509,男,30,未婚,安徽,大专,D-风险客户,65400,10,2023-04-17,57,6,3332.5,555.4166666666666,6,1.0,2,1,2,212,5,531
C999993838296,anon_S3791,男,33,未婚,北京,本科,D-风险客户,51090,10,2022-08-21,38,6,4259.4,709.9,6,0.0,3,1,3,313,7,770
C999993838343,anon_S3796,男,33,未婚,吉林,本科,D-风险客户,51600,10,2023-11-23,197,6,2646.6600000000003,441.11000000000007,6,1.0,1,1,2,112,4,311
C999993838412,anon_S3803,男,35,离异,上海,本科,D-风险客户,51600,12,2022-04-23,43,3,2329.09,776.3633333333333,3,0.0,3,1,1,311,5,890
C999993838456,anon_S3807,男,33,未婚,山西,本科,D-风险客户,51800,10,2023-05-12,8,6,3838.08,639.68,6,0.0,4,1,3,413,8,506
C999993845599,anon_S4519,男,34,已婚,陕西,本科,D-风险客户,65520,11,2023-03-18,72,9,6669.0599999999995,741.0066666666667,8,0.0,2,2,4,224,8,561
C999993838490,anon_S3811,男,33,已婚,安徽,本科,D-风险客户,52000,10,2023-07-18,50,6,1158.3700000000001,193.0616666666667,6,1.0,3,1,1,311,5,439
C999993837349,anon_S3696,男,32,未婚,湖南,本科,D-风险客户,49788,9,2022-09-25,83,9,4607.65,511.96111111111105,7,1.0,2,2,3,223,7,735
C999993817174,anon_S1680,男,51,未婚,江西,本科,D-风险客户,26052,28,2023-05-25,208,6,3983.63,663.9383333333334,5,2.0,1,1,3,113,5,493
C999993847018,anon_S4660,男,30,未婚,广西,大专,D-风险客户,67648,10,2023-01-21,2,6,3318.12,553.02,6,0.0,4,1,2,412,7,617
C999993802848,anon_S277,男,29,已婚,天津,硕士及以上,D-风险客户,12480,4,2023-01-22,71,3,2779.01,926.3366666666667,3,0.0,2,1,2,212,5,616
C999993838637,anon_S3825,男,33,未婚,吉林,本科,D-风险客户,52050,10,2022-04-23,24,6,2216.92,369.4866666666667,6,1.0,3,1,1,311,5,890
C999993821351,anon_S2098,女,33,未婚,辽宁,本科,D-风险客户,31650,10,2023-09-05,7,9,4233.84,470.4266666666667,9,0.0,4,2,3,423,9,390
C999993803749,anon_S272,男,44,已婚,贵州,本科,D-风险客户,13280,21,2023-09-17,35,3,423.22,141.07333333333335,3,1.0,3,1,1,311,5,378
C999993803568,anon_S348,男,31,已婚,吉林,硕士及以上,D-风险客户,12993,6,2022-03-22,16,15,7136.36,475.7573333333333,11,2.0,4,3,4,434,11,922
C999993821373,anon_S2100,女,35,已婚,河南,本科,D-风险客户,31650,12,2023-11-30,65,3,696.4200000000001,232.14000000000001,3,0.0,2,1,1,211,4,304
C999993847041,anon_S4663,男,29,已婚,重庆,大专,D-风险客户,67648,9,2022-04-23,44,12,4211.62,350.9683333333333,11,1.0,3,3,3,333,9,890
C999993810316,anon_S994,女,51,已婚,宁夏,本科,D-风险客户,20322,28,2022-01-02,239,3,1621.51,540.5033333333333,3,1.0,1,1,1,111,3,1001
C999993802780,anon_S271,男,48,离异,北京,本科,D-风险客户,12460,25,2023-10-04,46,6,4016.76,669.46,6,0.0,3,1,3,313,7,361
C999993802702,anon_S263,男,53,已婚,黑龙江,本科,D-风险客户,12375,30,2022-08-08,6,9,3579.92,397.7688888888889,9,1.0,4,2,2,422,8,783
C999993838831,anon_S3845,男,33,未婚,西藏,本科,D-风险客户,52068,10,2023-07-20,152,6,2887.52,481.25333333333333,6,0.0,1,1,2,112,4,437
C999993845907,anon_S4550,男,30,未婚,辽宁,大专,D-风险客户,65920,10,2022-08-13,30,15,5366.96,357.7973333333333,12,4.0,3,3,3,333,9,778
C999993838842,anon_S3846,女,33,未婚,天津,本科,D-风险客户,52068,10,2023-01-20,92,6,4364.08,727.3466666666667,6,1.0,2,1,3,213,6,618
C999993838864,anon_S3848,男,32,已婚,甘肃,本科,D-风险客户,52068,9,2023-02-07,118,6,3732.03,622.005,6,0.0,1,1,3,113,5,600
C999993838886,anon_S3850,男,33,未婚,重庆,本科,D-风险客户,52068,10,2023-09-30,2,15,10925.69,728.3793333333334,15,3.0,4,3,4,434,11,365
C999993838897,anon_S3851,男,33,未婚,黑龙江,本科,D-风险客户,52068,10,2022-05-10,29,6,3660.54,610.09,6,1.0,3,1,3,313,7,873
C999993838933,anon_S3855,男,33,未婚,湖南,本科,D-风险客户,53000,10,2022-02-22,19,20,12649.69,632.4845,16,1.0,4,4,4,444,12,950
C999993838966,anon_S3858,男,35,未婚,四川,本科,D-风险客户,53000,12,2023-11-15,40,9,4896.93,544.1033333333334,9,0.0,3,2,3,323,8,319
C999993846116,anon_S4571,男,30,未婚,北京,大专,D-风险客户,66182,10,2023-12-31,25,12,5337.53,444.7941666666666,12,2.0,3,3,3,333,9,273
C999993827513,anon_S2714,女,25,未婚,宁夏,硕士及以上,D-风险客户,38816,0,2023-11-03,144,3,984.71,328.2366666666667,3,0.0,1,1,1,111,3,331
C999993811047,anon_S1067,女,34,未婚,广东,硕士及以上,D-风险客户,21450,9,2023-12-11,142,9,4243.8,471.53333333333336,9,2.0,1,2,3,123,6,293
C999993838569,anon_S3818,男,37,已婚,上海,本科,D-风险客户,52020,14,2023-02-20,230,6,4208.9,701.4833333333332,5,0.0,1,1,3,113,5,587
C999993827444,anon_S2707,女,28,未婚,黑龙江,硕士及以上,D-风险客户,38789,3,2022-09-04,378,3,736.21,245.40333333333334,3,1.0,1,1,1,111,3,756
C999993843909,anon_S4350,男,36,离异,辽宁,本科,D-风险客户,61391,13,2023-03-15,104,6,2071.76,345.29333333333335,6,1.0,2,1,1,211,4,564
C999993840840,anon_S4046,女,37,已婚,甘肃,本科,D-风险客户,56000,14,2022-07-22,38,6,2505.6,417.59999999999997,5,0.0,3,1,2,312,6,800
C999993816090,anon_S1572,女,35,未婚,河北,硕士及以上,D-风险客户,25109,10,2022-07-03,34,15,7205.34,480.356,12,3.0,3,3,4,334,10,819
C999993836731,anon_S3635,男,41,已婚,北京,硕士及以上,D-风险客户,49380,16,2022-05-03,123,3,1320.49,440.16333333333336,2,1.0,1,1,1,111,3,880
C999993827251,anon_S2688,女,37,未婚,江苏,本科,D-风险客户,38750,14,2023-02-05,38,9,2509.68,278.8533333333333,8,2.0,3,2,2,322,7,602
C999993822504,anon_S2213,男,39,未婚,上海,本科,D-风险客户,33282,16,2022-10-21,55,6,1702.13,283.68833333333333,6,1.0,2,1,1,211,4,709
C999993838310,anon_S3793,男,36,未婚,天津,本科,D-风险客户,51090,13,2022-10-07,21,6,4478.43,746.4050000000001,6,0.0,4,1,3,413,8,723
C999993842485,anon_S4208,男,37,已婚,江苏,本科,D-风险客户,59625,14,2023-09-02,22,20,9504.38,475.21899999999994,17,0.0,3,4,4,344,11,393
C999993823733,anon_S2336,男,25,未婚,浙江,硕士及以上,D-风险客户,35760,0,2022-07-17,137,3,824.55,274.84999999999997,3,0.0,1,1,1,111,3,805
C999993828765,anon_S2839,女,39,已婚,上海,本科,D-风险客户,39461,16,2023-05-26,99,3,1761.88,587.2933333333334,3,0.0,2,1,1,211,4,492
C999993821113,anon_S2074,男,37,未婚,江苏,本科,D-风险客户,31400,14,2022-05-24,55,9,5180.79,575.6433333333333,8,2.0,2,2,3,223,7,859
C999993821102,anon_S2073,女,37,已婚,广东,本科,D-风险客户,31400,14,2023-09-01,104,6,2651.6,441.93333333333334,6,0.0,2,1,2,212,5,394
C999993842554,anon_S4215,男,39,未婚,河北,本科,D-风险客户,59685,16,2022-07-20,79,15,5409.599999999999,360.64,13,1.0,2,3,3,233,8,802
C999993828696,anon_S2832,女,28,已婚,河南,硕士及以上,D-风险客户,39416,3,2022-05-04,131,9,4018.53,446.50333333333333,8,1.0,1,2,3,123,6,879
C999993823029,anon_S2265,男,36,已婚,北京,本科,D-风险客户,34450,13,2022-07-06,30,12,6501.31,541.7758333333334,11,0.0,3,3,4,334,10,816
C999993828551,anon_S2818,女,37,未婚,湖南,本科,D-风险客户,39379,14,2022-11-22,242,9,8390.39,932.2655555555555,9,2.0,1,2,4,124,7,677
C999993828324,anon_S2795,男,26,未婚,安徽,硕士及以上,D-风险客户,39350,1,2023-04-09,48,9,4336.51,481.83444444444444,8,1.0,3,2,3,323,8,539
C999993826858,anon_S2648,女,38,已婚,辽宁,本科,D-风险客户,38473,15,2022-12-15,300,6,3547.75,591.2916666666666,6,2.0,1,1,2,112,4,654
C999993826825,anon_S2645,男,25,未婚,安徽,硕士及以上,D-风险客户,38473,0,2023-10-22,72,9,3323.17,369.24111111111114,8,1.0,2,2,2,222,6,343
C999993853305,anon_S5279,男,36,未婚,河南,本科,D-风险客户,78410,13,2023-02-07,5,3,1639.76,546.5866666666667,3,0.0,4,1,1,411,6,600
C999993824512,anon_S2414,男,38,未婚,吉林,本科,D-风险客户,36519,15,2022-12-12,56,6,3485.17,580.8616666666667,5,0.0,2,1,2,212,5,657
C999993840249,anon_S3986,男,38,未婚,甘肃,本科,D-风险客户,54000,15,2023-05-26,168,18,8737.11,485.39500000000004,14,0.0,1,4,4,144,9,492
C999993853236,anon_S5272,女,33,未婚,黑龙江,大专,D-风险客户,78400,13,2022-05-27,13,3,3402.17,1134.0566666666666,2,0.0,4,1,2,412,7,856
C999993833809,anon_S3343,男,27,未婚,上海,硕士及以上,D-风险客户,46935,2,2022-05-28,130,9,4208.83,467.6477777777778,8,2.0,1,2,3,123,6,855
C999993826575,anon_S2620,男,38,已婚,上海,本科,D-风险客户,38380,15,2023-12-12,7,18,5898.54,327.69666666666666,16,4.0,4,4,4,444,12,292
C999993826495,anon_S2612,女,26,已婚,新疆,硕士及以上,D-风险客户,38235,1,2023-05-04,11,6,5864.05,977.3416666666667,6,0.0,4,1,3,413,8,514
C999993838058,anon_S3767,男,39,未婚,北京,本科,D-风险客户,50800,16,2023-10-02,115,3,2042.06,680.6866666666666,3,0.0,2,1,1,211,4,363
C999993820391,anon_S2002,男,36,未婚,广东,本科,D-风险客户,30650,13,2023-07-05,22,3,1185.71,395.2366666666667,3,0.0,3,1,1,311,5,452
C999993835466,anon_S3509,女,42,未婚,吉林,硕士及以上,D-风险客户,48596,17,2022-12-04,9,6,2318.59,386.4316666666667,5,0.0,4,1,1,411,6,665
C999993840181,anon_S3980,女,37,已婚,江苏,本科,D-风险客户,54000,14,2023-10-03,25,20,11390.87,569.5435,19,3.0,3,4,4,344,11,362
C999993826202,anon_S2583,男,39,未婚,北京,本科,D-风险客户,38000,16,2023-04-18,19,15,4874.44,324.9626666666666,13,3.0,4,3,3,433,10,530
C999993817979,anon_S1760,男,35,已婚,江西,硕士及以上,D-风险客户,27532,10,2022-05-31,56,12,5117.099999999999,426.42499999999995,12,2.0,2,3,3,233,8,852
C999993849694,anon_S4925,男,37,已婚,甘肃,本科,D-风险客户,72000,14,2023-02-19,265,6,2733.49,455.58166666666665,6,1.0,1,1,2,112,4,588
C999993845883,anon_S4548,男,36,已婚,辽宁,本科,D-风险客户,65920,13,2022-10-25,46,3,1245.4,415.1333333333334,3,0.0,3,1,1,311,5,705
C999993800668,anon_S66,男,35,离异,重庆,硕士及以上,D-风险客户,10416,10,2023-09-03,49,6,3765.3,627.5500000000001,6,0.0,3,1,3,313,7,392
C999993826177,anon_S2580,男,25,未婚,上海,硕士及以上,D-风险客户,37988,0,2022-09-20,81,6,2652.23,442.03833333333336,6,1.0,2,1,2,212,5,740
C999993826122,anon_S2575,男,25,未婚,陕西,硕士及以上,D-风险客户,37939,0,2022-05-24,196,3,1174.34,391.44666666666666,3,1.0,1,1,1,111,3,859
C999993827614,anon_S2724,男,37,已婚,上海,本科,D-风险客户,38828,14,2022-12-12,1,12,4803.24,400.27,12,3.0,4,3,3,433,10,657
C999993846014,anon_S4561,男,30,未婚,湖北,硕士及以上,D-风险客户,66000,5,2023-09-16,133,3,737.3000000000001,245.76666666666668,3,1.0,1,1,1,111,3,379
C999993823799,anon_S2342,女,24,已婚,贵州,硕士及以上,D-风险客户,35819,0,2023-07-26,98,3,1179.6200000000001,393.2066666666667,3,1.0,2,1,1,211,4,431
C999993853021,anon_S5251,女,37,已婚,山西,本科,D-风险客户,78000,14,2022-01-02,215,6,3668.4799999999996,611.4133333333333,6,0.0,1,1,3,113,5,1001
C999993852914,anon_S5240,男,39,未婚,甘肃,本科,D-风险客户,77800,16,2022-10-31,414,3,1346.3799999999999,448.7933333333333,3,0.0,1,1,1,111,3,699
C999993825742,anon_S2537,女,39,已婚,吉林,本科,D-风险客户,37390,16,2022-09-11,52,15,7532.48,502.1653333333333,13,2.0,3,3,4,334,10,749
C999993825731,anon_S2536,女,39,未婚,湖北,本科,D-风险客户,37390,16,2023-10-14,15,6,2071.38,345.23,5,0.0,4,1,1,411,6,351
C999993827524,anon_S2715,女,25,未婚,湖南,硕士及以上,D-风险客户,38816,0,2023-03-29,81,15,7655.98,510.39866666666666,14,0.0,2,3,4,234,9,550
C999993822059,anon_S2168,女,26,未婚,福建,硕士及以上,D-风险客户,32742,1,2022-02-06,6,6,2404.06,400.6766666666667,6,0.0,4,1,2,412,7,966
C999993830478,anon_S3010,男,36,未婚,山西,本科,D-风险客户,41800,13,2022-06-09,277,9,5471.860000000001,607.9844444444445,8,2.0,1,2,3,123,6,843
C999993825720,anon_S2535,男,37,已婚,福建,本科,D-风险客户,37390,14,2022-01-09,160,3,2139.62,713.2066666666666,3,0.0,1,1,1,111,3,994
C999993847541,anon_S4713,男,28,未婚,陕西,硕士及以上,D-风险客户,68520,3,2022-08-21,141,6,2588.09,431.34833333333336,6,1.0,1,1,2,112,4,770
C999993825695,anon_S2532,男,36,已婚,江苏,本科,D-风险客户,37390,13,2022-04-09,40,6,3449.0099999999998,574.8349999999999,6,2.0,3,1,2,312,6,904
C999993847074,anon_S4666,男,35,未婚,内蒙古,大专,D-风险客户,67648,15,2023-10-21,92,9,3217.44,357.49333333333334,8,1.0,2,2,2,222,6,344
C999993825458,anon_S2508,女,24,离异,上海,硕士及以上,D-风险客户,37319,0,2022-07-27,34,6,2974.58,495.7633333333333,6,2.0,3,1,2,312,6,795
C999993840374,anon_S3999,男,36,未婚,河北,本科,D-风险客户,54596,13,2022-05-11,13,15,5312.36,354.1573333333333,12,2.0,4,3,3,433,10,872
C999993820845,anon_S2047,男,36,未婚,广东,本科,D-风险客户,30965,13,2023-02-08,37,6,2312.85,385.47499999999997,6,1.0,3,1,1,311,5,599
C999993843079,anon_S4267,男,36,未婚,北京,本科,D-风险客户,60000,13,2022-06-01,73,6,3523.67,587.2783333333333,6,0.0,2,1,2,212,5,851
C999993807620,anon_S725,女,35,未婚,浙江,硕士及以上,D-风险客户,18360,10,2022-02-23,23,18,9224.82,512.49,17,1.0,3,4,4,344,11,949
C999993852845,anon_S5233,男,36,未婚,青海,大专,D-风险客户,77683,16,2022-04-30,66,3,1049.97,349.99,3,0.0,2,1,1,211,4,883
C999993833480,anon_S3311,女,41,已婚,湖南,硕士及以上,D-风险客户,46469,16,2023-11-04,10,20,11265.09,563.2545,19,5.0,4,4,4,444,12,330
C999993820437,anon_S2006,女,28,离异,湖南,硕士及以上,D-风险客户,30650,3,2023-09-20,136,9,4639.81,515.5344444444445,9,2.0,1,2,3,123,6,375
C999993822093,anon_S2172,女,39,已婚,天津,本科,D-风险客户,32762,16,2023-08-10,39,6,3716.3700000000003,619.3950000000001,6,1.0,3,1,3,313,7,416
C999993821601,anon_S2123,男,37,已婚,陕西,本科,D-风险客户,32332,14,2023-09-17,129,6,2862.83,477.1383333333333,3,1.0,1,1,2,112,4,378
C999993825425,anon_S2505,男,25,未婚,河北,硕士及以上,D-风险客户,37155,0,2023-02-24,25,15,8565.0,571.0,14,1.0,3,3,4,334,10,583
C999993833297,anon_S3292,女,26,未婚,黑龙江,硕士及以上,D-风险客户,46225,1,2023-02-26,331,6,3899.18,649.8633333333333,6,3.0,1,1,3,113,5,581
C999993825334,anon_S2496,女,37,未婚,安徽,本科,D-风险客户,37150,14,2022-04-14,84,6,2217.4300000000003,369.5716666666667,6,0.0,2,1,1,211,4,899
C999993849729,anon_S4928,男,48,已婚,北京,高中,D-风险客户,72000,30,2022-09-11,53,20,7959.29,397.9645,17,0.0,3,4,4,344,11,749
C999993847063,anon_S4665,男,42,已婚,安徽,高中,D-风险客户,67648,24,2022-08-15,37,6,2792.68,465.44666666666666,6,0.0,3,1,2,312,6,776
C999993843320,anon_S4292,女,37,已婚,福建,本科,D-风险客户,60000,14,2022-04-22,27,6,2657.23,442.87166666666667,6,0.0,3,1,2,312,6,891
C999993830127,anon_S2975,男,36,未婚,辽宁,本科,D-风险客户,40017,13,2023-05-25,211,9,7323.6900000000005,813.7433333333333,7,0.0,1,2,4,124,7,493
C999993840432,anon_S4005,男,37,未婚,北京,本科,D-风险客户,55000,14,2023-04-18,3,9,3147.21,349.69,8,2.0,4,2,2,422,8,530
C999993825312,anon_S2494,女,25,未婚,江西,硕士及以上,D-风险客户,37150,0,2022-04-09,39,6,4177.4400000000005,696.2400000000001,6,1.0,3,1,3,313,7,904
C999993824760,anon_S2439,男,28,离异,北京,硕士及以上,D-风险客户,36720,3,2022-06-02,62,9,4878.56,542.0622222222223,9,2.0,2,2,3,223,7,850
C999993825243,anon_S2487,男,28,已婚,北京,硕士及以上,D-风险客户,37128,3,2022-12-04,17,18,6306.53,350.36277777777775,16,4.0,4,4,4,444,12,665
C999993838999,anon_S3861,女,26,未婚,浙江,硕士及以上,D-风险客户,53000,1,2023-12-07,114,6,3088.98,514.83,6,0.0,2,1,2,212,5,297
C999993846900,anon_S4650,男,36,未婚,辽宁,本科,D-风险客户,67500,13,2022-06-12,21,15,8666.88,577.7919999999999,14,2.0,4,3,4,434,11,840
C999993830092,anon_S2972,女,36,未婚,湖北,本科,D-风险客户,40017,13,2023-12-21,329,3,2031.41,677.1366666666667,3,1.0,1,1,1,111,3,283
C999993847563,anon_S4715,女,39,未婚,湖北,本科,D-风险客户,68520,16,2023-11-12,83,6,2047.97,341.3283333333333,6,1.0,2,1,1,211,4,322
C999993852539,anon_S5202,女,49,已婚,安徽,高中,D-风险客户,77453,31,2022-06-10,237,3,2762.9700000000003,920.9900000000001,3,0.0,1,1,2,112,4,842
C999993847982,anon_S4756,男,33,已婚,新疆,大专,D-风险客户,68949,13,2023-08-03,8,9,4543.76,504.8622222222223,9,1.0,4,2,3,423,9,423
C999993847585,anon_S4717,男,28,未婚,内蒙古,硕士及以上,D-风险客户,68600,3,2023-02-02,45,15,6606.18,440.41200000000003,13,1.0,3,3,4,334,10,605
C999993838977,anon_S3859,男,38,未婚,北京,本科,D-风险客户,53000,15,2022-10-04,81,20,11344.58,567.229,17,2.0,2,4,4,244,10,726
C999993830047,anon_S2967,男,36,未婚,湖南,本科,D-风险客户,40017,13,2023-05-19,22,15,8753.69,583.5793333333334,12,2.0,3,3,4,334,10,499
C999993843502,anon_S4310,女,40,已婚,广西,硕士及以上,D-风险客户,60676,15,2023-01-27,226,6,4941.05,823.5083333333333,5,1.0,1,1,3,113,5,611
C999993846172,anon_S4577,男,37,已婚,上海,本科,D-风险客户,66182,14,2022-05-15,91,3,908.15,302.71666666666664,3,1.0,2,1,1,211,4,868
